TestTargetsPerCommit,RLMLP,RL,RRF,RF,kNN,MART,RankNet,RankBoost,Coordinate Ascent,LambdaMART,,,,
6,0.808791208791209,0.7997557997558,0.956043956043956,0.956043956043956,0.78021978021978,1,0.945054945054945,1,0.67032967032967,0.967032967032967,,,,
4,0.93,0.944444444444444,0.966666666666667,0.966666666666667,0.866666666666667,1,0.966666666666667,1,0.7,1,,,,
6,0.88021978021978,0.898656898656899,0.956043956043956,0.956043956043956,0.879120879120879,1,0.945054945054945,1,0.67032967032967,0.967032967032967,,,,
4,0.913333333333333,0.859259259259259,0.766666666666666,0.76,0.666666666666667,1,0.9,0.9,0.966666666666667,0.9,,,,
4,0.836666666666667,0.792592592592593,0.686666666666667,0.746666666666667,0.666666666666667,0.9,1,0.966666666666667,0.9,0.9,,,,
2,1,1,0.9,0.84,0.8,1,1,0.8,0.8,0.8,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
2,0.8,0.8,0.96,0.96,0.8,1,1,1,0.8,1,,,,
2,0.8,0.8,0.84,0.92,0.8,1,1,1,0.8,1,,,,
3,0.928571428571429,0.928571428571429,0.928571428571428,0.928571428571428,0.928571428571428,0.928571428571428,1,1,0.785714285714286,1,,,,
3,0.785714285714286,0.785714285714286,0.935714285714286,0.935714285714286,0.928571428571428,1,1,0.785714285714286,0.785714285714286,1,,,,
13,0.804151404151404,0.81033781033781,0.919291819291819,0.926739926739927,0.90964590964591,0.879120879120879,0.811965811965812,0.897435897435897,0.819291819291819,0.954822954822955,,,,
24,0.770428571428572,0.76390022675737,0.934836734693877,0.926020408163266,0.893265306122449,0.931836734693878,0.810816326530612,0.702857142857143,0.76795918367347,0.917755102040817,,,,
5,0.925454545454545,0.907070707070707,0.927272727272727,0.925454545454545,0.909090909090909,1,1,0.981818181818182,0.836363636363636,0.818181818181818,,,,
19,0.688623481781376,0.687044534412955,0.914372469635627,0.928461538461538,0.880971659919028,0.977327935222672,0.848987854251012,0.791902834008097,0.731578947368421,0.90080971659919,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
8,0.689705882352941,0.701525054466231,0.901960784313725,0.950980392156863,0.931372549019608,0.965686274509804,0.980392156862745,0.911764705882353,0.764705882352941,0.867647058823529,,,,
4,0.913333333333333,0.766666666666667,0.7,0.82,0.666666666666667,0.966666666666667,1,1,0.966666666666667,0.766666666666667,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
18,0.768563300142248,0.751066856330014,0.928639165481271,0.913039355144618,0.86533902323376,0.944997629208156,0.782361308677098,0.795163584637269,0.754860123281176,0.873399715504979,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
24,0.776632653061225,0.772154195011338,0.880877551020408,0.908163265306123,0.879591836734694,0.928571428571429,0.832040816326531,0.862040816326531,0.728571428571429,0.944897959183674,,,,
6,0.834065934065934,0.783882783882784,0.961538461538462,0.953846153846154,0.89010989010989,0.989010989010989,0.945054945054945,1,0.67032967032967,0.967032967032967,,,,
6,0.79010989010989,0.813186813186813,0.958241758241758,0.958241758241758,0.78021978021978,0.989010989010989,0.945054945054945,1,0.67032967032967,0.967032967032967,,,,
6,0.856043956043956,0.842490842490843,0.923076923076923,0.942857142857143,0.78021978021978,0.989010989010989,0.945054945054945,1,0.67032967032967,0.967032967032967,,,,
7,0.789285714285714,0.724603174603175,0.9,0.859285714285714,0.771428571428572,0.95,0.957142857142857,0.892857142857143,0.642857142857143,0.828571428571429,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
2,1,1,0.8,1,1,1,0.8,1,1,0.8,,,,
6,0.726373626373626,0.802197802197802,0.88021978021978,0.905494505494505,0.879120879120879,0.956043956043956,0.813186813186813,0.89010989010989,0.802197802197802,1,,,,
5,0.763636363636363,0.711111111111111,0.983636363636363,0.927272727272727,0.745454545454546,0.963636363636364,0.909090909090909,0.890909090909091,0.672727272727273,0.836363636363636,,,,
9,0.79859649122807,0.747368421052632,0.925964912280702,0.929824561403509,0.8,0.992982456140351,0.856140350877193,0.880701754385965,0.666666666666667,0.936842105263158,,,,
6,0.74945054945055,0.769230769230769,0.971428571428572,0.948351648351648,0.879120879120879,0.912087912087912,0.758241758241758,0.868131868131868,0.857142857142857,0.956043956043956,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
8,0.831862745098039,0.747276688453159,0.872549019607843,0.895588235294118,0.852941176470588,0.950980392156863,0.985294117647059,0.882352941176471,0.759803921568627,0.877450980392157,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
2,1,1,0.94,0.82,0.8,0.8,0.8,1,1,0.8,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
5,0.785454545454545,0.812121212121212,0.976363636363636,0.927272727272727,0.745454545454546,0.963636363636364,0.909090909090909,0.890909090909091,0.672727272727273,1,,,,
2,0.8,0.8,1,1,0.8,1,0.8,1,1,1,,,,
25,0.783981900452489,0.790025138260432,0.931004524886878,0.924886877828054,0.829321266968326,0.906606334841629,0.853393665158371,0.831493212669683,0.73158371040724,0.914389140271493,,,,
25,0.738190045248869,0.755153343388637,0.915692307692308,0.923221719457014,0.829321266968326,0.935927601809954,0.800542986425339,0.727601809954751,0.721085972850679,0.951855203619909,,,,
2,0.8,0.8,0.96,1,0.8,1,1,1,0.8,1,,,,
6,0.80989010989011,0.824175824175824,0.918681318681319,0.898901098901099,0.879120879120879,0.857142857142857,1,0.912087912087912,0.626373626373626,0.923076923076923,,,,
5,0.867272727272727,0.917171717171717,0.838181818181818,0.836363636363636,0.836363636363636,0.945454545454545,0.836363636363636,1,0.8,0.945454545454545,,,,
6,0.864835164835165,0.908424908424909,0.796703296703297,0.850549450549451,0.879120879120879,0.879120879120879,0.813186813186813,0.89010989010989,0.802197802197802,0.89010989010989,,,,
7,0.765,0.798412698412698,0.910714285714286,0.925714285714286,0.778571428571429,0.992857142857143,0.957142857142857,0.892857142857143,0.642857142857143,0.907142857142857,,,,
2,0.8,0.822222222222222,0.8,1,0.8,1,0.8,1,1,1,,,,
7,0.82,0.845238095238095,0.885714285714286,0.922857142857143,0.771428571428572,0.992857142857143,0.957142857142857,0.892857142857143,0.642857142857143,0.971428571428571,,,,
2,1,1,0.92,1,0.8,1,0.8,1,1,1,,,,
2,0.8,0.8,1,1,0.8,1,0.8,1,1,1,,,,
2,0.8,0.8,1,1,0.8,1,0.8,1,1,1,,,,
5,0.82,0.82020202020202,0.84,0.927272727272727,0.745454545454546,0.981818181818182,0.963636363636364,0.890909090909091,0.672727272727273,0.945454545454545,,,,
5,0.836363636363636,0.882828282828283,0.905454545454545,0.927272727272727,0.745454545454546,0.981818181818182,0.963636363636364,0.890909090909091,0.672727272727273,0.890909090909091,,,,
5,0.743636363636363,0.767676767676768,0.84,0.927272727272727,0.745454545454546,0.981818181818182,0.963636363636364,0.890909090909091,0.672727272727273,0.890909090909091,,,,
5,0.823636363636364,0.854545454545455,0.818181818181818,0.927272727272727,0.745454545454546,0.981818181818182,0.909090909090909,0.890909090909091,0.672727272727273,0.981818181818182,,,,
5,0.792727272727273,0.878787878787879,0.84,0.927272727272727,0.745454545454546,0.981818181818182,0.909090909090909,0.890909090909091,0.672727272727273,0.890909090909091,,,,
5,0.932727272727273,0.921212121212121,0.818181818181818,0.927272727272727,0.745454545454546,0.981818181818182,0.909090909090909,0.890909090909091,0.672727272727273,0.890909090909091,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
2,1,1,1,1,0.8,1,0.8,1,1,1,,,,
4,0.903333333333334,0.888888888888889,0.866666666666667,0.866666666666667,0.866666666666667,1,0.966666666666667,0.8,0.7,1,,,,
4,0.9,0.922222222222222,0.866666666666667,0.866666666666667,0.866666666666667,1,0.966666666666667,0.8,0.7,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
6,0.787912087912088,0.800976800976801,0.885714285714286,0.889010989010989,0.89010989010989,1,0.945054945054945,0.802197802197802,0.714285714285714,1,,,,
6,0.757142857142857,0.748473748473749,0.89010989010989,0.89010989010989,0.78021978021978,1,0.945054945054945,0.835164835164835,0.67032967032967,0.967032967032967,,,,
6,0.801098901098901,0.798534798534799,0.89010989010989,0.89010989010989,0.78021978021978,1,0.945054945054945,0.835164835164835,0.67032967032967,0.967032967032967,,,,
6,0.823076923076923,0.785103785103785,0.89010989010989,0.89010989010989,0.78021978021978,1,0.945054945054945,0.835164835164835,0.67032967032967,0.967032967032967,,,,
6,0.775824175824176,0.763125763125763,0.89010989010989,0.89010989010989,0.78021978021978,1,0.945054945054945,0.835164835164835,0.67032967032967,0.967032967032967,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
6,0.764835164835165,0.825396825396826,0.954945054945055,0.903296703296703,0.89010989010989,1,0.945054945054945,0.835164835164835,0.67032967032967,1,,,,
6,0.845054945054945,0.787545787545788,0.956043956043956,0.896703296703297,0.78021978021978,1,0.945054945054945,0.835164835164835,0.67032967032967,0.934065934065934,,,,
2,1,1,0.92,1,0.8,1,0.8,1,1,1,,,,
2,0.8,0.8,1,0.98,0.8,1,1,0.8,0.8,1,,,,
8,0.804411764705882,0.851851851851852,0.849019607843137,0.878921568627451,0.799019607843137,0.970588235294118,0.892156862745098,0.897058823529412,0.696078431372549,0.950980392156863,,,,
6,0.883516483516484,0.894993894993895,0.935164835164835,0.903296703296703,0.78021978021978,1,0.945054945054945,0.835164835164835,0.67032967032967,0.934065934065934,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
2,1,1,0.84,1,0.8,1,0.8,1,1,1,,,,
4,0.88,0.862962962962963,0.886666666666667,0.886666666666667,0.866666666666667,1,0.966666666666667,0.8,0.7,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
7,0.841428571428571,0.831746031746032,0.927857142857143,0.865714285714286,0.85,0.978571428571429,0.957142857142857,0.792857142857143,0.65,1,,,,
7,0.775714285714286,0.758730158730159,0.930714285714286,0.929285714285714,0.857142857142857,1,0.957142857142857,0.792857142857143,0.635714285714286,0.957142857142857,,,,
7,0.809285714285714,0.773015873015873,0.927142857142857,0.929285714285714,0.857142857142857,1,0.957142857142857,0.792857142857143,0.635714285714286,0.957142857142857,,,,
5,0.761818181818182,0.733333333333333,0.872727272727273,0.927272727272727,0.927272727272727,0.945454545454545,0.690909090909091,0.818181818181818,0.836363636363636,0.927272727272727,,,,
6,0.882417582417583,0.827838827838828,0.810989010989011,0.886813186813187,0.747252747252747,1,0.725274725274725,0.835164835164835,0.846153846153846,0.956043956043956,,,,
11,0.811067193675889,0.862758014931928,0.939130434782609,0.962845849802372,0.788537549407115,0.99802371541502,0.847826086956522,0.792490118577075,0.677865612648221,0.928853754940712,,,,
8,0.811274509803922,0.843137254901961,0.897058823529412,0.905392156862745,0.818627450980392,0.946078431372549,0.995098039215686,0.877450980392157,0.75,0.901960784313725,,,,
19,0.771578947368421,0.793297345928925,0.845910931174089,0.893603238866396,0.787449392712551,0.94251012145749,0.898785425101215,0.756275303643725,0.67246963562753,0.91336032388664,,,,
7,0.809285714285714,0.784126984126984,0.863571428571429,0.95,0.857142857142857,0.95,0.95,0.785714285714286,0.664285714285714,0.928571428571428,,,,
9,0.851578947368421,0.832358674463938,0.875789473684211,0.954385964912281,0.778947368421053,1,0.887719298245614,0.835087719298246,0.656140350877193,0.968421052631579,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
9,0.769824561403509,0.781676413255361,0.821754385964912,0.864561403508772,0.810526315789474,0.87719298245614,0.775438596491228,0.870175438596491,0.859649122807017,0.810526315789474,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
7,0.752857142857143,0.743650793650794,0.857142857142857,0.929285714285714,0.857142857142857,1,0.957142857142857,0.792857142857143,0.635714285714286,0.978571428571429,,,,
2,1,1,1,1,0.8,1,0.8,1,1,1,,,,
2,1,1,1,1,0.8,1,0.8,1,1,1,,,,
2,0.8,0.8,1,0.88,0.8,1,0.8,1,1,1,,,,
2,0.8,0.8,0.82,0.86,0.8,1,0.8,1,1,1,,,,
2,0.8,0.8,0.8,0.9,0.8,1,0.8,1,1,1,,,,
7,0.779285714285714,0.711111111111111,0.868571428571429,0.929285714285714,0.85,1,0.957142857142857,0.792857142857143,0.635714285714286,1,,,,
7,0.736428571428571,0.737301587301587,0.853571428571429,0.929285714285714,0.857142857142857,1,0.957142857142857,0.792857142857143,0.635714285714286,0.957142857142857,,,,
2,0.8,0.8,0.8,0.84,0.8,1,0.8,1,1,1,,,,
2,1,1,1,1,0.8,1,0.8,1,1,1,,,,
2,1,1,1,1,0.8,1,0.8,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
2,1,1,1,1,0.8,1,0.8,1,1,1,,,,
2,0.8,0.8,1,1,0.8,1,0.8,1,1,1,,,,
2,0.8,0.8,1,1,0.8,1,0.8,1,1,1,,,,
2,0.8,0.8,1,1,0.8,1,0.8,1,1,1,,,,
2,1,1,1,1,0.8,1,0.8,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
6,0.932967032967033,0.881562881562882,0.786813186813187,0.893406593406593,0.747252747252747,1,0.725274725274725,0.78021978021978,0.846153846153846,0.923076923076923,,,,
6,0.860439560439561,0.816849816849817,0.939560439560439,0.95054945054945,0.912087912087912,1,0.802197802197802,0.89010989010989,0.802197802197802,0.923076923076923,,,,
20,0.652682926829268,0.652264808362369,0.883379790940767,0.93993031358885,0.857142857142857,0.933449477351916,0.832404181184669,0.867595818815331,0.727177700348432,0.935191637630662,,,,
20,0.680452961672474,0.684939992257065,0.926132404181185,0.953449477351916,0.868989547038328,0.965853658536585,0.808362369337979,0.767595818815331,0.690592334494774,0.92822299651568,,,,
20,0.700104529616725,0.702361595044522,0.923205574912892,0.949965156794425,0.868989547038328,0.964459930313589,0.836933797909408,0.767595818815331,0.682229965156794,0.929616724738676,,,,
2,1,1,1,0.8,0.8,0.8,0.8,0.8,1,1,,,,
2,1,1,1,1,0.8,1,0.8,0.8,1,1,,,,
20,0.68822299651568,0.691908633372048,0.920592334494774,0.939128919860627,0.851219512195122,0.954703832752613,0.81602787456446,0.657142857142857,0.68397212543554,0.950871080139373,,,,
4,0.83,0.840740740740741,0.933333333333333,0.943333333333333,0.666666666666667,0.966666666666667,0.866666666666667,0.9,0.833333333333333,0.9,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
8,0.781372549019608,0.770697167755991,0.852941176470588,0.823529411764706,0.818627450980392,0.96078431372549,0.990196078431372,0.887254901960784,0.769607843137255,0.901960784313725,,,,
5,0.787272727272727,0.818181818181818,0.84,0.881818181818182,0.836363636363636,0.945454545454545,0.945454545454545,0.945454545454545,0.872727272727273,0.690909090909091,,,,
20,0.700174216027875,0.677506775067751,0.865261324041812,0.943170731707317,0.885714285714286,0.924390243902439,0.837282229965157,0.765505226480836,0.685017421602787,0.917421602787456,,,,
9,0.751929824561403,0.744249512670565,0.872631578947368,0.95859649122807,0.740350877192982,1,0.887719298245614,0.863157894736842,0.656140350877193,0.992982456140351,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
2,1,1,1,1,0.8,1,1,1,0.8,1,,,,
2,0.8,0.8,1,1,0.8,1,1,1,0.8,1,,,,
7,0.768571428571429,0.804761904761905,0.852857142857143,0.929285714285714,0.85,1,0.957142857142857,0.792857142857143,0.635714285714286,1,,,,
3,0.842857142857143,0.761904761904762,0.928571428571428,0.928571428571428,0.928571428571428,0.928571428571428,0.928571428571429,0.785714285714286,0.785714285714286,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
17,0.759047619047619,0.78182384064737,0.879439775910364,0.91563025210084,0.810084033613445,0.933333333333334,0.860504201680672,0.716526610644258,0.654901960784314,0.867787114845938,,,,
26,0.748701822286728,0.765808382160583,0.869408159974197,0.933833252701177,0.875987743912272,0.949201741654572,0.885824866956942,0.757619738751814,0.654571843251088,0.92114175133043,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
3,0.757142857142857,0.761904761904762,0.928571428571428,0.928571428571428,0.714285714285714,0.714285714285714,0.928571428571429,1,0.714285714285714,0.785714285714286,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
2,1,1,1,1,0.8,1,0.8,1,0.8,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
9,0.817543859649123,0.802729044834308,0.877894736842105,0.924210526315789,0.894736842105263,0.989473684210526,0.842105263157895,0.87719298245614,0.726315789473684,0.905263157894737,,,,
22,0.708458498023716,0.686166007905138,0.874255599472991,0.886745718050066,0.814756258234519,0.957048748353096,0.861660079051384,0.723320158102767,0.627931488801054,0.954413702239789,,,,
4,0.766666666666667,0.781481481481482,0.873333333333333,0.956666666666667,0.666666666666667,1,0.7,0.833333333333333,0.7,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
2,1,1,0.86,1,0.8,0.8,1,1,0.8,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
2,0.8,0.8,1,1,0.8,1,1,1,0.8,1,,,,
2,0.8,0.8,1,1,0.8,1,1,1,0.8,1,,,,
2,0.8,0.8,1,1,0.8,1,1,1,0.8,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
31,0.746332565284178,0.747983870967742,0.825604838709678,0.920660522273426,0.85752688172043,0.89602534562212,0.775441628264209,0.803667434715822,0.714957757296467,0.892569124423964,,,,
7,0.806428571428571,0.832539682539682,0.904285714285714,0.880714285714286,0.821428571428572,0.978571428571428,0.935714285714286,1,0.814285714285714,0.864285714285714,,,,
5,0.867272727272727,0.777777777777778,0.929090909090909,0.78,0.818181818181818,0.8,0.690909090909091,0.818181818181818,0.763636363636363,0.763636363636363,,,,
7,0.808571428571429,0.807936507936508,0.928571428571428,0.947142857142857,0.9,0.985714285714286,0.742857142857143,0.878571428571429,0.857142857142857,0.971428571428572,,,,
6,0.785714285714286,0.821733821733822,0.883516483516483,0.92967032967033,0.78021978021978,0.989010989010989,0.67032967032967,0.835164835164835,0.945054945054945,1,,,,
5,0.789090909090909,0.781818181818182,0.823636363636364,0.883636363636364,0.818181818181818,0.981818181818182,0.690909090909091,0.818181818181818,0.945454545454545,1,,,,
6,0.825274725274725,0.851037851037851,0.883516483516483,0.935164835164835,0.879120879120879,0.989010989010989,0.758241758241758,0.868131868131868,0.857142857142857,0.989010989010989,,,,
7,0.848571428571429,0.894444444444444,0.852142857142857,0.925714285714286,0.75,1,0.957142857142857,0.792857142857143,0.635714285714286,0.914285714285714,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
7,0.840714285714286,0.776190476190476,0.908571428571429,0.932142857142857,0.921428571428572,0.971428571428572,0.742857142857143,0.878571428571429,0.857142857142857,0.957142857142857,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
5,0.78,0.771717171717172,0.818181818181818,0.925454545454546,0.818181818181818,1,0.963636363636364,0.8,0.654545454545454,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
7,0.828571428571429,0.826190476190476,0.860714285714286,0.911428571428572,0.75,1,0.957142857142857,0.792857142857143,0.65,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
7,0.842857142857143,0.833333333333333,0.861428571428571,0.867142857142857,0.928571428571428,0.964285714285714,0.9,0.978571428571428,0.7,0.914285714285714,,,,
8,0.804411764705882,0.814270152505447,0.953431372549019,0.883823529411765,0.828431372549019,0.96078431372549,0.857843137254902,0.857843137254902,0.725490196078431,0.906862745098039,,,,
7,0.860714285714286,0.840476190476191,0.923571428571429,0.895,0.707142857142857,0.978571428571429,0.9,0.992857142857143,0.664285714285714,0.857142857142857,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
7,0.758571428571429,0.769047619047619,0.892857142857143,0.892857142857143,0.9,0.978571428571428,0.85,0.85,0.728571428571429,0.842857142857143,,,,
8,0.825980392156863,0.792483660130719,0.916666666666667,0.881862745098039,0.867647058823529,0.955882352941176,0.867647058823529,0.946078431372549,0.720588235294118,0.946078431372549,,,,
8,0.812745098039216,0.820261437908497,0.965196078431373,0.941176470588235,0.78921568627451,0.931372549019608,0.857843137254902,0.92156862745098,0.725490196078431,0.916666666666667,,,,
15,0.786693548387097,0.79426523297491,0.938709677419355,0.946693548387097,0.933870967741936,0.966935483870968,0.841935483870968,0.887903225806452,0.681451612903226,0.908064516129032,,,,
7,0.743571428571429,0.756349206349206,0.972857142857143,0.93,0.892857142857143,0.95,0.771428571428572,0.878571428571429,0.828571428571428,0.978571428571428,,,,
7,0.815714285714286,0.844444444444444,0.922142857142857,0.907857142857143,0.871428571428571,0.942857142857143,0.907142857142857,1,0.657142857142857,0.864285714285714,,,,
5,0.796363636363636,0.77979797979798,0.876363636363636,0.749090909090909,0.636363636363636,0.927272727272727,0.727272727272727,1,0.909090909090909,0.854545454545455,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
1,1,1,1,1,1,1,1,1,1,1,,,,
17,0.77484593837535,0.781263616557734,0.897422969187675,0.868011204481793,0.814565826330532,0.958543417366947,0.819607843137255,0.797198879551821,0.684593837535014,0.86218487394958,,,,
6,0.843956043956044,0.838827838827839,0.967032967032967,0.912087912087912,0.846153846153846,0.945054945054945,0.692307692307692,0.835164835164835,0.912087912087912,1,,,,
6,0.786813186813187,0.831501831501832,0.947252747252747,0.907692307692308,0.901098901098901,0.956043956043956,0.692307692307692,0.835164835164835,0.912087912087912,0.989010989010989,,,,
2,1,1,1,0.8,1,0.8,1,1,0.8,1,,,,