TestTargetsPerCommit,RL,RF,RRF,MART,RankNet,RankBoost,Coordinate Ascent,LambdaMART,RLMLP,kNN,compress,normal,RPA
1,1,0,0,0,0,0,0,0,1,0,,,
29,0.74292226767972,0,0,0,0,0,0,0,0.732355347749854,0,,,
23,0.748566142460685,0,0.850023126734505,0,0,0,0,0,0.762534690101758,0,,,
27,0.794271284271284,0,0.818903318903319,0,0,0,0,0,0.778917748917749,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
35,0.731207243460765,0,0.871636485580148,0,0,0,0,0,0.760093896713615,0,,,
10,0.792207792207792,0,0.823636363636364,0,0,0,0,0,0.781818181818182,0,,,
12,0.819692307692308,0,0.888307692307692,0,0,0,0,0,0.852,0,,,
33,0.750299305610983,0,0.900790166812994,0,0,0,0,0,0.772471865272568,0,,,
3,0.907142857142857,0,0.935714285714285,0,0,0,0,0,0.885714285714286,0,,,
21,0.800422832980973,0,0.946058592570221,0,0,0,0,0,0.785442464512232,0,,,
9,0.794385964912281,0,0.959649122807018,0,0,0,0,0,0.779298245614035,0,,,
21,0.778556327393537,0,0.942162488674117,0,0,0,0,0,0.768649954696467,0,,,
21,0.82431289640592,0,0.938356991845364,0,0,0,0,0,0.826940501359106,0,,,
21,0.787888855330716,0,0.930806402899426,0,0,0,0,0,0.829568106312293,0,,,
9,0.846315789473684,0,0.955438596491228,0,0,0,0,0,0.874035087719298,0,,,
9,0.84140350877193,0,0.936140350877193,0,0,0,0,0,0.827719298245614,0,,,
24,0.756551020408163,0,0.932632653061225,0,0,0,0,0,0.772265306122449,0,,,
8,0.80343137254902,0,0.94313725490196,0,0,0,0,0,0.813235294117647,0,,,
38,0.785362006414638,0,0.907061359692939,0,0,0,0,0,0.774688469425312,0,,,
26,0.751072407676181,0,0.914142880180616,0,0,0,0,0,0.770537010159652,0,,,
31,0.816273041474654,0,0.919028417818741,0,0,0,0,0,0.822839861751152,0,,,
26,0.779970972423803,0,0.894807289146912,0,0,0,0,0,0.781680374133204,0,,,
72,0.741443867107542,0,0.8745213352228,0,0,0,0,0,0.739027712171312,0,,,
21,0.740320144971308,0,0.930625188764724,0,0,0,0,0,0.76843853820598,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
21,0.780096647538508,0,0.932497734823316,0,0,0,0,0,0.79250981576563,0,,,
24,0.750979591836735,0,0.872163265306123,0,0,0,0,0,0.740265306122449,0,,,
22,0.732305665349144,0,0.861870882740448,0,0,0,0,0,0.726508563899868,0,,,
22,0.774571805006588,0,0.871910408432148,0,0,0,0,0,0.77939393939394,0,,,
21,0.776321353065539,0,0.903292056780429,0,0,0,0,0,0.780217456961643,0,,,
19,0.790607287449393,0,0.934777327935223,0,0,0,0,0,0.737004048582996,0,,,
19,0.764696356275304,0,0.922186234817813,0,0,0,0,0,0.739392712550607,0,,,
17,0.80436974789916,0,0.907002801120448,0,0,0,0,0,0.83546218487395,0,,,
21,0.804439746300212,0,0.93228631833283,0,0,0,0,0,0.812775596496527,0,,,
21,0.786167321051042,0,0.923950468136515,0,0,0,0,0,0.774539414074298,0,,,
24,0.797489795918368,0,0.916244897959184,0,0,0,0,0,0.80769387755102,0,,,
9,0.758245614035088,0,0.948070175438597,0,0,0,0,0,0.788070175438597,0,,,
18,0.78715030820294,0,0.902275960170697,0,0,0,0,0,0.776434329065908,0,,,
12,0.752923076923077,0,0.916615384615384,0,0,0,0,0,0.788923076923077,0,,,
20,0.752543554006969,0,0.898815331010453,0,0,0,0,0,0.750975609756098,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
21,0.794140742977952,0,0.918906674720628,0,0,0,0,0,0.810238598610692,0,,,
19,0.803603238866397,0,0.920283400809716,0,0,0,0,0,0.827368421052631,0,,,
19,0.763198380566801,0,0.921781376518218,0,0,0,0,0,0.793157894736842,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
13,0.83980463980464,0,0.957020757020757,0,0,0,0,0,0.855799755799756,0,,,
22,0.78498023715415,0,0.943241106719368,0,0,0,0,0,0.780131752305665,0,,,
21,0.78115372999094,0,0.927755964965267,0,0,0,0,0,0.79323467230444,0,,,
20,0.741811846689895,0,0.888466898954704,0,0,0,0,0,0.745540069686411,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
20,0.780766550522648,0,0.903519163763066,0,0,0,0,0,0.750836236933798,0,,,
20,0.683344947735192,0,0.88808362369338,0,0,0,0,0,0.687735191637631,0,,,
30,0.800475938656795,0,0.911295610787943,0,0,0,0,0,0.790005288207298,0,,,
30,0.790111052353253,0,0.900528820729773,0,0,0,0,0,0.78632469592808,0,,,
4,0.81,0,0.946666666666667,0,0,0,0,0,0.903333333333334,0,,,
5,0.801818181818182,0,0.932727272727273,0,0,0,0,0,0.803636363636364,0,,,
40,0.729277326106595,0,0.890149051490515,0,0,0,0,0,0.764643179765131,0,,,
20,0.729756097560976,0,0.889233449477352,0,0,0,0,0,0.748571428571429,0,,,
19,0.83663967611336,0,0.885344129554656,0,0,0,0,0,0.827408906882591,0,,,
21,0.794261552401087,0,0.899637571730595,0,0,0,0,0,0.793989731199034,0,,,
21,0.793083660525521,0,0.917879794623981,0,0,0,0,0,0.814104500151012,0,,,
21,0.816067653276956,0,0.922742373905165,0,0,0,0,0,0.821987315010571,0,,,
21,0.798882512836001,0,0.907218363032317,0,0,0,0,0,0.800030202355784,0,,,
53,0.729743921315073,0,0.901798624581202,0,0,0,0,0,0.750874821215149,0,,,
31,0.752937788018434,0,0.906019585253456,0,0,0,0,0,0.762288786482335,0,,,
35,0.788953722334004,0,0.930134138162307,0,0,0,0,0,0.786961770623742,0,,,
29,0.743284628872005,0,0.917977790765634,0,0,0,0,0,0.758246639392169,0,,,
2,0.8,0,1,0,0,0,0,0,0.8,0,,,
17,0.831652661064426,0,0.903025210084034,0,0,0,0,0,0.828403361344538,0,,,
18,0.753295400663822,0,0.924419155998103,0,0,0,0,0,0.752916073968706,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
30,0.814881015335802,0,0.929455314648335,0,0,0,0,0,0.799978847170809,0,,,
10,0.825194805194805,0,0.90935064935065,0,0,0,0,0,0.814545454545455,0,,,
21,0.76819691935971,0,0.902536997885835,0,0,0,0,0,0.787375415282392,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
54,0.759023260124177,0,0.926105087572978,0,0,0,0,0,0.753692892225002,0,,,
62,0.725187096774193,0,0.910261136712749,0,0,0,0,0,0.739879569892473,0,,,
21,0.764663243733011,0,0.922017517366355,0,0,0,0,0,0.756871035940804,0,,,
26,0.782615707144009,0,0.912062570553136,0,0,0,0,0,0.771988388969521,0,,,
89,0.723002531751512,0,0.870881928315862,0,0,0,0,0,0.723707655932877,0,,,
26,0.810901467505241,0,0.916610224157394,0,0,0,0,0,0.796742460893404,0,,,
90,0.715153097363043,0,0.878064881711291,0,0,0,0,0,0.72872482949831,0,,,
20,0.752682926829268,0,0.861254355400697,0,0,0,0,0,0.748466898954704,0,,,
22,0.79862977602108,0,0.90403162055336,0,0,0,0,0,0.785191040843215,0,,,
20,0.79787456445993,0,0.885574912891986,0,0,0,0,0,0.804982578397213,0,,,
31,0.732123655913979,0,0.913671274961598,0,0,0,0,0,0.718730798771122,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
30,0.763447911158118,0,0.918730830248546,0,0,0,0,0,0.721829719725013,0,,,
2,0.8,0,1,0,0,0,0,0,0.8,0,,,
2,1,0,0.92,0,0,0,0,0,1,0,,,
2,1,0,0.8,0,0,0,0,0,1,0,,,
21,0.819993959528843,0,0.906825732407128,0.988221081244337,0.775536091815162,0.886137118695259,0.709725158562368,0.938054968287527,0.812382965871338,0,,,
21,0.780640289942616,0.90749018423437,0.909151313802476,0.984294774992449,0.765478707339172,0.900332225913622,0.695983086680761,0.926306251887647,0.775989127151918,0.865901540320145,,,
21,0.774358199939595,0.909392932648747,0.910027182120205,0.974630021141649,0.763877982482634,0.889459377831471,0.705527031108426,0.95756569012383,0.769767441860465,0.875566294170945,,,
3,0.714285714285714,0.942857142857143,0.95,0.928571428571429,0.935714285714286,1,0.807142857142857,0.814285714285714,0.757142857142857,0.928571428571429,,,
9,0.811578947368421,0.872631578947368,0.875438596491228,0.96140350877193,0.909473684210526,0.880701754385965,0.722456140350877,0.831228070175439,0.786666666666667,0.905263157894737,,,
9,0.787368421052632,0.962456140350877,0.964210526315789,0.982456140350877,0.912982456140351,0.957894736842105,0.713684210526316,0.915789473684211,0.786666666666667,0.835087719298246,,,
12,0.817846153846154,0.925538461538462,0.928307692307692,0.973846153846154,0.810307692307692,0.883076923076923,0.749076923076923,0.862615384615385,0.820923076923077,0.835384615384615,,,
40,0.748599819331527,0.915677506775068,0.922235772357724,0.966440831074978,0.74293586269196,0.9096657633243,0.717104787714544,0.953062330623306,0.752560975609756,0.899503161698284,,,
26,0.806128043863893,0.916223189808096,0.919609740364458,0.968230930495081,0.789501693275278,0.90291888405096,0.683196258667957,0.974939525882922,0.815513626834382,0.911143363973553,,,
1,1,1,1,1,1,1,1,1,1,1,,,
19,0.806761133603239,0.908016194331984,0.90668016194332,0.997570850202429,0.783522267206477,0.911740890688259,0.718097165991903,0.910445344129555,0.819392712550607,0.872064777327935,,,
12,0.796461538461538,0.955846153846154,0.952615384615384,0.989230769230769,0.801230769230769,0.846153846153846,0.756615384615385,0.796769230769231,0.822,0.887692307692308,,,
12,0.806,0.937538461538462,0.940461538461538,0.986153846153846,0.801230769230769,0.846153846153846,0.755846153846154,0.838307692307692,0.81,0.821538461538461,,,
12,0.786307692307692,0.929230769230769,0.942,0.983076923076923,0.801692307692308,0.832307692307692,0.762153846153846,0.863076923076923,0.804769230769231,0.809230769230769,,,
12,0.800153846153846,0.943846153846154,0.939846153846154,0.990769230769231,0.804307692307692,0.846153846153846,0.754307692307692,0.864923076923077,0.861076923076923,0.823076923076923,,,
12,0.842461538461538,0.938307692307692,0.937846153846154,0.986153846153846,0.801230769230769,0.846153846153846,0.755846153846154,0.866615384615385,0.850769230769231,0.807692307692308,,,
12,0.826461538461538,0.941384615384615,0.94,0.986153846153846,0.801230769230769,0.846153846153846,0.756615384615385,0.838307692307692,0.861384615384615,0.821538461538461,,,
61,0.748322606441294,0.928976796378223,0.93130489739588,0.966710090157486,0.774531477731488,0.90842372728328,0.709869600546878,0.953098760495802,0.770685274277386,0.86409307244844,,,
3,0.957142857142857,0.935714285714286,0.928571428571429,1,0.935714285714286,1,0.864285714285714,1,0.985714285714286,0.928571428571429,,,
32,0.774781468531469,0.921931818181818,0.919265734265734,0.981206293706294,0.766398601398602,0.924388111888112,0.674807692307692,0.918618881118882,0.777613636363636,0.850174825174825,,,
14,0.71064039408867,0.803152709359606,0.781970443349753,0.994088669950739,0.933103448275862,0.947783251231527,0.724827586206897,0.972413793103448,0.705911330049261,0.782266009852217,,,
1,1,1,1,1,1,1,1,1,1,1,,,
19,0.721376518218624,0.92085020242915,0.929028340080972,0.987449392712551,0.778056680161943,0.889473684210526,0.733481781376518,0.951943319838057,0.758016194331984,0.893117408906882,,,
28,0.771415607985481,0.885532797511019,0.896603577910293,0.966554316826549,0.788799585169821,0.894866476536168,0.689279232564169,0.927158413274566,0.766774695359087,0.892014519056262,,,
37,0.760119487908961,0.906122332859175,0.905911806543385,0.971152204836415,0.775806543385491,0.883129445234708,0.695829302987198,0.939192034139402,0.732369843527738,0.84375533428165,,,
54,0.767400611620795,0.932588268001112,0.937301454916134,0.971772773607636,0.763447317208785,0.896432212028542,0.716270966546196,0.957744416643499,0.733713279584839,0.875044018163284,,,
4,0.933333333333333,0.726666666666667,0.82,0.766666666666667,0.756666666666667,0.8,0.84,0.926666666666667,0.896666666666667,0.666666666666667,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
21,0.768076109936575,0.90120809423135,0.896315312594382,0.976442162488674,0.777740863787375,0.881606765327696,0.672576260948354,0.951978254303836,0.775989127151918,0.856236786469345,,,
22,0.800816864295125,0.894123847167326,0.874808959156786,0.982081686429513,0.753148880105402,0.86429512516469,0.722292490118577,0.93372859025033,0.79364953886693,0.854808959156785,,,
3,0.785714285714286,0.735714285714286,0.721428571428571,1,0.964285714285714,1,0.85,0.928571428571429,0.785714285714286,0.714285714285714,,,
20,0.723554006968641,0.901080139372822,0.86376306620209,0.996515679442509,0.759790940766551,0.900348432055749,0.729094076655052,0.894773519163763,0.740975609756097,0.776306620209059,,,
53,0.724655655479143,0.92890142831952,0.917572836458394,0.95893336468191,0.777305589843061,0.909324242246125,0.696833793765552,0.956321636395697,0.710378338133584,0.87842630145575,,,
19,0.692914979757085,0.941012145748988,0.914574898785425,0.981781376518218,0.784089068825911,0.897570850202429,0.73582995951417,0.949919028340081,0.71663967611336,0.894331983805668,,,
19,0.743117408906883,0.935870445344129,0.921133603238866,0.988259109311741,0.784008097165992,0.895951417004049,0.736963562753036,0.94919028340081,0.737854251012146,0.882591093117409,,,
33,0.759358288770053,0.917726873653125,0.892010535557507,0.988027775560699,0.739500359166733,0.902945167212068,0.714167132253173,0.936826562375289,0.736938303136723,0.831670524383431,,,
32,0.772027972027972,0.918435314685315,0.908173076923077,0.985402097902098,0.754807692307692,0.924737762237762,0.712692307692308,0.965078671328672,0.776092657342657,0.88041958041958,,,
31,0.774596774193548,0.925662442396314,0.917626728110599,0.989151305683564,0.749078341013825,0.911002304147466,0.725201612903226,0.95398425499232,0.763133640552996,0.881336405529954,,,
33,0.760667251975417,0.916729188283183,0.885026737967914,0.985952589991221,0.740346396360444,0.920983318700615,0.711253890972943,0.96095458536196,0.75410647298268,0.836858488307128,,,
2,0.8,0.9,0.8,1,0.96,1,0.88,1,0.8,0.8,,,
4,0.833333333333333,0.916666666666667,0.743333333333333,1,0.946666666666667,1,0.866666666666667,1,0.82,0.666666666666667,,,
19,0.789473684210526,0.928825910931174,0.888056680161943,0.98663967611336,0.778178137651822,0.889473684210526,0.736882591093117,0.965384615384616,0.784412955465587,0.893522267206478,,,
1,1,1,1,1,1,1,1,1,1,1,,,
4,0.806666666666667,0.94,0.763333333333333,0.933333333333333,0.946666666666667,1,0.866666666666667,0.976666666666667,0.793333333333333,0.666666666666667,,,
5,0.774545454545454,0.956363636363636,0.856363636363636,0.963636363636364,0.952727272727273,1,0.816363636363636,1,0.832727272727273,0.818181818181818,,,
2,0.8,1,1,1,0.88,0.8,0.96,1,0.8,0.8,,,
1,1,1,1,1,1,1,1,1,1,1,,,
34,0.718209718670077,0.918202411399342,0.894168797953964,0.985531603945926,0.742279868469127,0.929192546583851,0.713109243697479,0.955966386554622,0.71439532334673,0.864669345999269,,,
34,0.769740591888929,0.891085129704055,0.847409572524662,0.990354402630617,0.744493971501644,0.929119473876507,0.721673364998173,0.924026306174644,0.744727804165144,0.848154914139568,,,
5,0.776363636363636,0.967272727272727,0.769090909090909,0.963636363636364,0.952727272727273,1,0.816363636363636,0.987272727272727,0.761818181818182,0.818181818181818,,,
5,0.803636363636364,0.954545454545454,0.834545454545455,0.963636363636364,0.952727272727273,1,0.816363636363636,1,0.798181818181818,0.818181818181818,,,
10,0.744155844155844,0.98025974025974,0.901038961038961,0.966233766233766,0.905974025974026,0.932467532467532,0.717662337662338,0.933246753246753,0.733506493506493,0.784415584415585,,,
10,0.835064935064935,0.934285714285714,0.906233766233766,0.963636363636364,0.915844155844156,0.937662337662338,0.704675324675325,0.901298701298701,0.811168831168831,0.768831168831169,,,
10,0.775844155844156,0.968831168831169,0.923116883116883,0.966233766233766,0.91012987012987,0.937662337662338,0.706233766233766,0.936883116883117,0.769090909090909,0.797402597402597,,,
10,0.82935064935065,0.924415584415585,0.948051948051948,0.958441558441558,0.921818181818182,0.945454545454546,0.69974025974026,0.913506493506494,0.833766233766234,0.755844155844156,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
18,0.770886676149834,0.909577999051684,0.897629208155524,0.988620199146515,0.795827406353722,0.896159317211949,0.703888098624941,0.948980559506875,0.772925557136084,0.871028923660503,,,
18,0.75941204362257,0.909198672356567,0.899383594120436,0.992887624466572,0.792413466097677,0.894736842105264,0.705642484589853,0.946230440967283,0.724940730203888,0.863442389758179,,,
10,0.769350649350649,0.96961038961039,0.944675324675325,0.955844155844156,0.908831168831169,0.927272727272728,0.710909090909091,0.884935064935065,0.81038961038961,0.8,,,
10,0.803636363636364,0.928051948051948,0.947272727272728,0.968831168831169,0.89012987012987,0.901298701298702,0.726753246753247,0.887272727272727,0.818701298701299,0.755844155844156,,,
5,0.876363636363636,0.929090909090909,0.847272727272727,1,0.932727272727273,0.945454545454546,0.783636363636364,0.967272727272727,0.825454545454545,0.872727272727273,,,
2,0.8,1,1,1,0.98,1,0.86,1,0.8,1,,,
7,0.777857142857143,0.921428571428572,0.795,0.928571428571429,0.927142857142857,0.935714285714286,0.766428571428571,0.925714285714286,0.746428571428572,0.6,,,
5,0.72,0.907272727272727,0.82,1,0.934545454545455,0.945454545454546,0.734545454545454,0.978181818181818,0.72,0.818181818181818,,,
18,0.820483641536273,0.902370791844476,0.895495495495496,0.992413466097677,0.816690374585111,0.89995258416311,0.694689426268374,0.946040777619725,0.821005215742058,0.832622095779991,,,
18,0.805737316263632,0.875106685633001,0.850260787102892,0.974869606448554,0.787577050734946,0.899004267425321,0.701327643432907,0.924703651019441,0.828828828828829,0.827406353722143,,,
5,0.778181818181818,0.929090909090909,0.818181818181818,0.927272727272728,0.9,0.890909090909091,0.798181818181818,0.916363636363636,0.758181818181818,0.636363636363636,,,
1,1,1,1,1,1,1,1,1,1,1,,,
10,0.81038961038961,0.948051948051948,0.894025974025974,0.971428571428571,0.887272727272727,0.901298701298702,0.721298701298701,0.880779220779221,0.692207792207792,0.755844155844156,,,
18,0.802892366050261,0.896159317211949,0.88022759601707,0.993361782835467,0.792176386913229,0.901375059269796,0.701280227596017,0.928971076339497,0.815220483641536,0.832147937411095,,,
19,0.78246963562753,0.92246963562753,0.905303643724696,0.995546558704453,0.802591093117409,0.900404858299595,0.70412955465587,0.948016194331984,0.794048582995951,0.850202429149798,,,
5,0.84,0.94,0.823636363636364,0.927272727272728,0.932727272727273,0.945454545454546,0.765454545454546,0.967272727272727,0.814545454545455,0.636363636363636,,,
5,0.847272727272727,0.943636363636364,0.82,0.927272727272728,0.932727272727273,0.945454545454546,0.765454545454546,0.967272727272727,0.821818181818182,0.636363636363636,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
5,0.787272727272727,0.929090909090909,0.818181818181818,0.981818181818182,0.9,0.890909090909091,0.798181818181818,0.916363636363636,0.776363636363636,0.636363636363636,,,
32,0.79590034965035,0.907377622377622,0.913199300699301,0.979108391608392,0.752342657342657,0.905681818181819,0.715506993006993,0.962779720279721,0.783243006993007,0.862325174825175,,,
11,0.837747035573123,0.943873517786561,0.882411067193676,0.966403162055336,0.904150197628459,0.91501976284585,0.721343873517787,0.877272727272727,0.842885375494071,0.802371541501976,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
18,0.723565670934092,0.902038880986249,0.89307728781413,0.991939307728782,0.796538643907065,0.882882882882883,0.697249881460408,0.944713134186819,0.693314366998578,0.857752489331437,,,
18,0.806211474632527,0.900616405879564,0.889900426742532,0.991939307728782,0.816880037932669,0.890943575154102,0.69407302038881,0.936367946894263,0.828639165481271,0.851588430535799,,,
18,0.796159317211949,0.900853485064011,0.873921289710763,0.989568515884306,0.796396396396396,0.897581792318634,0.696680891417734,0.937837837837838,0.792460881934566,0.88809862494073,,,
18,0.83371266002845,0.903461356092935,0.857610241820768,0.995732574679943,0.791465149359886,0.879089615931721,0.705642484589853,0.892650545282124,0.803082029397819,0.873399715504979,,,
20,0.835505226480836,0.906480836236934,0.904216027874564,0.987108013937282,0.812439024390244,0.917421602787456,0.687108013937282,0.91815331010453,0.78794425087108,0.873519163763066,,,
20,0.79390243902439,0.91383275261324,0.893449477351916,0.987108013937282,0.813588850174216,0.920209059233449,0.680243902439024,0.91993031358885,0.767735191637631,0.896864111498258,,,
1,1,1,1,1,1,1,1,1,1,1,,,
19,0.759878542510121,0.936518218623481,0.902995951417004,0.981376518218623,0.775182186234818,0.904858299595142,0.736032388663968,0.964858299595142,0.78,0.901214574898785,,,
19,0.788947368421052,0.944777327935222,0.880404858299595,0.980161943319838,0.775708502024291,0.892712550607287,0.74,0.950688259109312,0.834534412955466,0.866801619433198,,,
1,1,1,1,1,1,1,1,1,1,1,,,
5,0.721818181818182,0.976363636363636,0.965454545454545,0.872727272727273,0.961818181818182,0.945454545454546,0.674545454545455,0.978181818181818,0.718181818181818,0.909090909090909,,,
19,0.763684210526316,0.945506072874494,0.909352226720647,0.984615384615384,0.779109311740891,0.895951417004049,0.735668016194332,0.950202429149798,0.785506072874494,0.897165991902834,,,
23,0.722062904717854,0.904301572617946,0.840587419056429,0.975948196114709,0.772941720629047,0.870490286771508,0.715587419056429,0.920074005550416,0.740587419056429,0.841813135985199,,,
55,0.751325026325026,0.941477711477712,0.919196209196209,0.976289926289926,0.771533871533872,0.907722007722008,0.718804843804844,0.951998946998947,0.755380835380836,0.85972270972271,,,
38,0.746316841053683,0.939213418160786,0.91344970818655,0.982017982017982,0.767085546032915,0.90194016509806,0.714695830485304,0.937399442662601,0.745170618854829,0.863031705136968,,,
22,0.797760210803689,0.924874835309618,0.915678524374177,0.970750988142293,0.808748353096179,0.896442687747036,0.686271409749671,0.969907773386034,0.796021080368907,0.876416337285902,,,
