TestTargetsPerCommit,RL,RF,RRF,MART,RankNet,RankBoost,Coordinate Ascent,LambdaMART,RLMLP,kNN,io,normal,RPA
51,0.727474410227123,0.624799015946931,0.794651407986645,0.896279049334446,0.707597856170101,0.859091508149189,0.687758643412556,0.892749198260335,0.735970654131705,0.848042876597988,,,
51,0.766742081447964,0.616274216930985,0.834189254491939,0.920089619118746,0.709853709967931,0.782629706102008,0.68055396916048,0.877191055660502,0.763778939507095,0.838971137372051,,,
1,1,1,1,1,1,1,1,1,1,1,,,
23,0.776641998149861,0.63677150786309,0.537395929694727,0.966928769657724,0.701942645698427,0.739824236817761,0.690055504162812,0.889107308048104,0.759458834412581,0.785846438482886,,,
1,1,1,1,1,1,1,1,1,1,1,,,
59,0.681345962113659,0.628550064093434,0.822857142857143,0.931847315197265,0.708910411622276,0.748967383563595,0.689717988890471,0.858542942600769,0.680643782936903,0.814898162654892,,,
2,1,0.8,0.9,1,1,0.8,0.82,0.98,1,0.8,,,
5,0.832727272727273,0.707272727272727,0.938181818181818,0.945454545454546,0.987272727272727,0.763636363636364,0.72,0.86,0.810909090909091,0.818181818181818,,,
3,0.928571428571429,0.778571428571429,0.928571428571428,0.785714285714286,0.978571428571428,1,0.814285714285714,0.928571428571429,0.885714285714286,0.928571428571428,,,
23,0.761216466234968,0.627937095282146,0.586540240518039,0.967853839037928,0.702821461609621,0.734967622571693,0.680457909343201,0.883233117483811,0.758695652173913,0.84736355226642,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
3,0.928571428571429,0.757142857142857,0.928571428571428,0.928571428571429,0.978571428571428,1,0.821428571428571,0.907142857142857,0.885714285714286,0.928571428571428,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
2,0.8,0.98,1,0.8,0.98,1,0.9,0.8,0.8,1,,,
93,0.68021904213111,0.668246231543095,0.88150474016274,0.900704326155495,0.681578512730356,0.748765869360161,0.708945199094176,0.821788599385596,0.692268928536037,0.770615028316187,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
8,0.773039215686274,0.716666666666667,0.647058823529412,0.995098039215686,0.968627450980392,0.857843137254902,0.808823529411765,0.870588235294118,0.819607843137255,0.588235294117647,,,
15,0.7675,0.728709677419355,0.910322580645161,0.858870967741936,0.984274193548387,0.859677419354839,0.752741935483871,0.790241935483871,0.773629032258065,0.611290322580645,,,
1,1,1,1,1,1,1,1,1,1,1,,,
22,0.763320158102767,0.712252964426878,0.922266139657444,0.909354413702239,0.738102766798419,0.87536231884058,0.721791831357049,0.843662714097497,0.782555994729908,0.785243741765481,,,
1,1,1,1,1,1,1,1,1,1,1,,,
3,0.892857142857143,0.907142857142857,0.928571428571429,0.785714285714286,0.957142857142857,1,0.964285714285714,0.85,0.957142857142857,0.714285714285714,,,
1,1,1,1,1,1,1,1,1,1,1,,,
25,0.751619909502262,0.671873303167421,0.792850678733032,0.948597285067873,0.688579185520362,0.782262443438914,0.724524886877828,0.817972850678733,0.773411764705882,0.871674208144796,,,
2,0.8,0.8,0.82,1,1,0.8,0.88,1,0.8,0.8,,,
15,0.817822580645161,0.623548387096774,0.786774193548387,0.966935483870968,0.961774193548387,0.790322580645161,0.737983870967742,0.864193548387097,0.783870967741936,0.819354838709677,,,
73,0.668113094923271,0.607741652751438,0.91969263084723,0.912889406040091,0.694864335960226,0.808324959009891,0.691517125176617,0.836216367331827,0.663345397396278,0.818638599460517,,,
5,0.870909090909091,0.756363636363636,0.690909090909091,0.927272727272728,0.998181818181818,1,0.796363636363636,0.927272727272727,0.870909090909091,0.781818181818182,,,
6,0.778021978021978,0.660439560439561,0.751648351648352,0.945054945054945,0.993406593406593,0.824175824175824,0.730769230769231,0.962637362637363,0.76043956043956,0.879120879120879,,,
9,0.826315789473684,0.625964912280702,0.605263157894737,0.894736842105263,0.991929824561403,0.92280701754386,0.734736842105263,0.927719298245614,0.836491228070175,0.866666666666667,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
20,0.777560975609756,0.597526132404181,0.760940766550523,0.932752613240418,0.750034843205575,0.849477351916376,0.708397212543554,0.91226480836237,0.797177700348432,0.834494773519164,,,
3,0.892857142857143,0.871428571428571,0.714285714285714,0.714285714285714,0.935714285714286,0.785714285714286,0.878571428571428,0.742857142857143,0.85,0.714285714285714,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
79,0.652354908048722,0.614955815619775,0.922099952233102,0.917321471220444,0.685651421065202,0.791300453785526,0.700830546930977,0.835886075949367,0.660855027465966,0.797581800812037,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
2,1,0.84,0.82,1,1,0.8,0.82,0.98,1,0.8,,,
1,1,1,1,1,1,1,1,1,1,1,,,
3,0.907142857142857,0.85,0.785714285714286,0.785714285714286,1,0.928571428571429,0.892857142857143,0.792857142857143,0.885714285714286,0.714285714285714,,,
99,0.685289782244556,0.649613826709304,0.922772651134461,0.905865692096848,0.675758184863713,0.739043703365312,0.710273488655398,0.80179808131567,0.65694289629968,0.749879701537993,,,
19,0.801012145748988,0.614736842105263,0.677854251012146,0.963967611336032,0.731983805668016,0.806072874493927,0.703765182186235,0.891983805668016,0.789433198380567,0.857894736842105,,,
19,0.790121457489878,0.615748987854251,0.719392712550607,0.962348178137652,0.735748987854251,0.809311740890688,0.703805668016194,0.897206477732793,0.788421052631579,0.857894736842105,,,
19,0.822348178137652,0.618542510121457,0.796923076923077,0.946963562753036,0.734251012145749,0.796761133603239,0.70246963562753,0.89421052631579,0.838016194331984,0.857894736842105,,,
19,0.805789473684211,0.620931174089069,0.786356275303644,0.951417004048583,0.73004048582996,0.801619433198381,0.70502024291498,0.894534412955466,0.805141700404858,0.857894736842105,,,
19,0.804898785425101,0.611417004048583,0.766234817813765,0.954655870445344,0.734251012145749,0.796761133603239,0.700364372469636,0.895060728744939,0.841214574898785,0.857894736842105,,,
19,0.810688259109312,0.624939271255061,0.790323886639676,0.951417004048583,0.732874493927125,0.798785425101214,0.705789473684211,0.898259109311741,0.821821862348178,0.851012145748988,,,
19,0.757651821862348,0.632226720647773,0.803238866396761,0.951417004048583,0.732145748987854,0.807287449392713,0.710607287449393,0.890769230769231,0.825060728744939,0.844534412955465,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
52,0.669315778561062,0.610458221024259,0.926475222890318,0.922060957910015,0.718409703504043,0.782168774621606,0.688762181215012,0.868979888036492,0.655013477088949,0.846133112170849,,,
1,1,1,1,1,1,1,1,1,1,1,,,
16,0.77192513368984,0.727339572192513,0.809893048128342,0.904411764705883,0.96831550802139,0.82620320855615,0.705949197860963,0.890040106951872,0.791978609625669,0.800133689839572,,,
6,0.796703296703297,0.682417582417582,0.989010989010989,0.956043956043956,0.983516483516484,0.989010989010989,0.725274725274725,0.952747252747253,0.772527472527473,0.879120879120879,,,
2,0.8,0.8,1,1,0.98,1,0.82,1,0.8,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
19,0.780040485829959,0.634372469635627,0.760607287449393,0.92995951417004,0.73668016194332,0.81578947368421,0.701578947368421,0.896032388663967,0.796477732793522,0.833603238866397,,,
19,0.771497975708502,0.693522267206478,0.833603238866397,0.924291497975709,0.731052631578947,0.776113360323887,0.691214574898785,0.914898785425101,0.805910931174089,0.820242914979757,,,
19,0.802834008097166,0.636315789473684,0.853886639676113,0.904858299595142,0.731578947368421,0.779757085020243,0.692105263157895,0.89834008097166,0.808987854251012,0.811740890688259,,,
19,0.841093117408907,0.699797570850202,0.892105263157895,0.937246963562753,0.730283400809717,0.770040485829959,0.689109311740891,0.878461538461539,0.798704453441295,0.809311740890688,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
19,0.812995951417004,0.697368421052632,0.918178137651822,0.917813765182186,0.734210526315789,0.791902834008097,0.695587044534413,0.895465587044535,0.7682995951417,0.821862348178137,,,
19,0.802145748987854,0.694372469635627,0.925141700404858,0.925101214574899,0.732955465587045,0.778137651821862,0.68582995951417,0.907246963562753,0.817651821862348,0.817004048582996,,,
19,0.833441295546559,0.700688259109312,0.917125506072874,0.940080971659919,0.731376518218624,0.775708502024291,0.698299595141701,0.893441295546559,0.824655870445344,0.806882591093117,,,
19,0.848947368421052,0.703481781376518,0.908663967611336,0.920647773279352,0.730323886639676,0.784615384615385,0.691336032388664,0.903967611336032,0.845425101214575,0.811740890688259,,,
34,0.746598465473146,0.655739861161856,0.872451589331385,0.936061381074169,0.691523565948118,0.784362440628425,0.734665692363902,0.864479356960175,0.744048227986847,0.86430398246255,,,
15,0.759758064516129,0.692258064516129,0.856129032258065,0.915322580645162,0.970161290322581,0.799193548387097,0.706209677419355,0.897258064516129,0.729516129032258,0.810483870967742,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
15,0.754112903225806,0.73258064516129,0.897258064516129,0.901612903225807,0.977258064516129,0.77741935483871,0.707741935483871,0.875403225806452,0.781048387096774,0.80241935483871,,,
3,0.785714285714286,0.785714285714286,0.735714285714286,1,0.992857142857143,1,0.807142857142857,0.914285714285714,0.785714285714286,0.928571428571429,,,
3,0.928571428571429,0.785714285714286,0.714285714285714,1,0.992857142857143,1,0.807142857142857,0.914285714285714,0.928571428571429,0.928571428571429,,,
19,0.82995951417004,0.693805668016194,0.922064777327935,0.925910931174089,0.732145748987854,0.811336032388664,0.689433198380567,0.924251012145749,0.851417004048583,0.828744939271255,,,
19,0.759230769230769,0.711417004048583,0.923805668016194,0.931174089068826,0.728056680161943,0.772064777327935,0.693603238866397,0.893724696356275,0.790202429149798,0.802429149797571,,,
19,0.756599190283401,0.711983805668016,0.934615384615384,0.912550607287449,0.730566801619433,0.78502024291498,0.693603238866397,0.907813765182186,0.762348178137652,0.807287449392713,,,
20,0.805191637630662,0.641567944250871,0.882229965156795,0.952613240418119,0.740766550522648,0.730662020905923,0.710522648083624,0.913728222996516,0.83780487804878,0.839372822299652,,,
20,0.833449477351916,0.64184668989547,0.908397212543554,0.933797909407666,0.741428571428572,0.71602787456446,0.704599303135889,0.899233449477352,0.843135888501742,0.824738675958188,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
20,0.814878048780488,0.647177700348432,0.871881533101045,0.952264808362369,0.741149825783972,0.72822299651568,0.707142857142857,0.908188153310105,0.813449477351916,0.829268292682927,,,
19,0.764777327935223,0.701578947368421,0.925344129554656,0.906882591093117,0.732914979757085,0.882591093117409,0.69251012145749,0.909514170040486,0.760728744939271,0.817004048582996,,,
19,0.820323886639676,0.642753036437247,0.936072874493927,0.901214574898785,0.72668016194332,0.7582995951417,0.692874493927125,0.899676113360324,0.848097165991903,0.807287449392713,,,
1,1,1,1,1,1,1,1,1,1,1,,,
19,0.817935222672065,0.642388663967611,0.950364372469635,0.888663967611336,0.727408906882591,0.77165991902834,0.691578947368421,0.902348178137652,0.776963562753036,0.807287449392713,,,
19,0.827611336032389,0.710161943319838,0.932267206477732,0.908502024291497,0.731740890688259,0.776113360323887,0.688906882591093,0.898502024291498,0.84246963562753,0.802429149797571,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
19,0.805627530364372,0.696275303643725,0.94493927125506,0.910526315789474,0.733481781376518,0.771255060728745,0.683522267206478,0.904008097165992,0.748623481781377,0.817004048582996,,,
19,0.74502024291498,0.700607287449393,0.94834008097166,0.902429149797571,0.731214574898785,0.779352226720648,0.692955465587044,0.909311740890688,0.786923076923077,0.818218623481781,,,
7,0.799285714285714,0.902142857142857,0.969285714285714,0.978571428571428,0.979285714285714,0.742857142857143,0.71,0.922857142857143,0.791428571428571,0.9,,,
21,0.839474479009363,0.6927514346119,0.868136514648143,0.938991241316823,0.714829356689822,0.747508305647841,0.707762005436424,0.924675324675325,0.835336756266989,0.825128360012081,,,
27,0.742611832611833,0.631976911976912,0.926955266955267,0.912842712842713,0.692265512265512,0.790909090909091,0.684401154401155,0.903362193362194,0.734660894660895,0.81010101010101,,,
27,0.743131313131313,0.77023088023088,0.917258297258297,0.898845598845599,0.687373737373737,0.744444444444445,0.67991341991342,0.89962481962482,0.743535353535354,0.814574314574315,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
2,0.8,0.94,1,0.8,0.96,0.8,0.94,0.84,0.8,0.8,,,
1,1,1,1,1,1,1,1,1,1,1,,,
3,0.821428571428572,0.785714285714286,0.885714285714286,0.785714285714286,0.985714285714286,1,0.807142857142857,1,0.8,0.714285714285714,,,
2,0.8,0.8,0.8,1,0.98,1,0.88,0.98,0.82,0.8,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
47,0.760615901455767,0.654470884658455,0.928331466965286,0.908678611422172,0.708320268756999,0.808678611422173,0.701822508398656,0.875579507278835,0.751732922732363,0.851315789473684,,,
47,0.657301231802912,0.874568868980963,0.904218924972004,0.881159014557671,0.713905375139978,0.772480403135498,0.690019596864502,0.887127659574468,0.657656774916014,0.848096304591266,,,
47,0.759297312430011,0.817082866741322,0.928023516237402,0.893001119820829,0.711192609182531,0.786226203807391,0.68822228443449,0.889840425531915,0.763633818589026,0.836198208286674,,,
47,0.701091825307951,0.842368421052631,0.903356662933931,0.9008398656215,0.709554871220605,0.783734602463606,0.68968085106383,0.887642777155655,0.672933930571109,0.845128779395297,,,
1,1,1,1,1,1,1,1,1,1,1,,,
3,0.885714285714286,0.914285714285714,1,0.928571428571429,1,1,0.878571428571429,0.942857142857143,0.928571428571429,0.928571428571429,,,
6,0.743956043956044,0.813186813186813,0.951648351648351,0.901098901098901,0.997802197802198,0.989010989010989,0.750549450549451,0.932967032967033,0.742857142857143,0.879120879120879,,,
21,0.791150709755361,0.645303533675627,0.937058290546663,0.940199335548173,0.715252189670794,0.71972213832679,0.707067351253398,0.915493808517065,0.799426155240109,0.846874056176382,,,
1,1,1,1,1,1,1,1,1,1,1,,,
31,0.733170122887865,0.698636712749616,0.876747311827957,0.899193548387097,0.687634408602151,0.822004608294931,0.710263056835638,0.878024193548387,0.744374039938556,0.790418586789554,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
15,0.778790322580645,0.818225806451613,0.961370967741936,0.948387096774194,0.985725806451613,0.905645161290323,0.691854838709677,0.880887096774194,0.782258064516129,0.887096774193548,,,
17,0.754565826330532,0.851036414565826,0.895742296918767,0.932773109243698,0.758823529411765,0.799439775910364,0.705714285714286,0.866666666666667,0.750588235294118,0.827450980392157,,,
1,1,1,1,1,1,1,1,1,1,1,,,
2,0.8,1,1,1,0.98,0.8,0.9,0.98,0.8,0.8,,,
22,0.752569169960475,0.634492753623188,0.907430830039526,0.944927536231884,0.734361001317523,0.745718050065876,0.711488801054019,0.914440052700922,0.777707509881423,0.855862977602108,,,
2,0.8,0.92,1,1,0.98,0.8,0.88,0.98,0.8,0.8,,,
1,1,1,1,1,1,1,1,1,1,1,,,
2,1,0.8,0.8,1,1,1,0.86,0.98,1,0.8,,,
3,0.928571428571429,0.85,1,0.928571428571429,0.971428571428571,0.928571428571429,0.885714285714286,0.771428571428572,0.928571428571429,0.785714285714286,,,
3,0.907142857142857,0.914285714285714,1,0.928571428571429,1,1,0.878571428571429,0.942857142857143,0.907142857142858,0.928571428571429,,,
42,0.680453390658589,0.764119601328904,0.949568106312293,0.914911080711354,0.705604846589799,0.824701973812781,0.724381473519641,0.858100449482118,0.668145397693961,0.836271252687121,,,
22,0.78137022397892,0.654308300395257,0.889986824769434,0.891699604743083,0.722872200263505,0.686429512516469,0.734571805006588,0.88266139657444,0.795757575757576,0.795783926218709,,,
22,0.781949934123847,0.650250329380764,0.923530961791831,0.929117259552042,0.727351778656126,0.715678524374177,0.710092226613966,0.906534914361001,0.785507246376812,0.822397891963109,,,
17,0.822408963585434,0.691204481792717,0.916358543417367,0.913725490196079,0.749803921568627,0.79047619047619,0.706106442577031,0.923473389355742,0.810924369747899,0.894117647058823,,,
2,0.8,0.8,0.8,1,1,0.8,0.82,0.98,0.8,0.8,,,
29,0.812402104032729,0.721589713617768,0.920818234950322,0.870017533606079,0.667235534774986,0.856808883693747,0.753734658094682,0.869643483343074,0.819368790181181,0.819520748100526,,,
1,1,1,1,1,1,1,1,1,1,1,,,
22,0.795388669301713,0.645770750988142,0.88266139657444,0.924901185770751,0.733359683794466,0.73596837944664,0.702160737812912,0.900158102766798,0.793675889328063,0.814492753623188,,,
2,1,0.8,0.8,1,1,0.8,0.82,0.98,1,0.8,,,