,CODEC,IMAG,IO,COMP,LANG,MATH
0,0.8004329004329004,0.8095238095238095,0.8456659619450317,0.9346580946814728,0.8517786561264822,0.927807486631016
1,0.9228070175438596,0.7684210526315789,0.8881375806136408,0.9167437557816835,0.7983870967741935,0.8844945555135352
2,0.8929666842940244,0.7305744888023369,0.9454545454545454,0.8135642135642136,0.7361845105239158,0.9244652406417112
3,0.9460784313725491,0.8072453861927547,0.9792207792207792,0.9337357478202548,0.8992094861660079,0.9231148345430212
4,0.9754901960784312,0.9714285714285714,0.9567811643283342,0.8285714285714286,0.9150197628458498,0.9812834224598932
5,0.9674876847290641,0.9928571428571428,0.9921473874962248,0.9492307692307692,0.85,0.8355807165577985
6,0.9715504978662872,0.8864468864468864,0.9870988550233832,0.8672679383829516,0.9546595123490886,0.9665775401069518
7,0.9784946236559141,0.9974025974025974,0.9844532279314888,0.9374811235276352,0.978021978021978,0.981951871657754
8,0.981533101045296,0.9974025974025974,0.9773482331621868,0.9789473684210528,0.979468160656514,0.8469504252247555
9,0.9902834008097166,1.0,0.9670554765291608,0.9480519480519479,0.9838238775349168,0.9839572192513371
10,0.9714285714285714,0.9928571428571428,0.9909713533941262,0.9806704922983992,0.9631151457238414,0.9736100363367204
11,0.9824561403508772,0.9757452574525746,0.997364953886693,0.9749320446994866,0.9928571428571428,0.9426877470355732
12,0.9714285714285714,0.9943214680056786,0.997364953886693,0.9473684210526316,0.95167989904832,0.9566513479580008
13,0.9710057384475991,0.9944444444444444,0.9984189723320158,0.9964912280701754,0.9757085020242916,0.984369386136691
14,0.9969230769230768,0.9950340798442064,0.997364953886693,0.9665306122448979,0.8,0.9822660098522168
15,0.9450549450549449,0.9629629629629628,0.9976284584980236,0.8627450980392157,0.9706641184902054,0.9734363084850612
16,0.9659385412810071,0.982213438735178,0.9972850678733032,0.961144119038856,0.9255319148936171,0.990457311387544
17,0.9901271134147848,0.9940711462450592,0.9975810353168844,0.9925818416384454,0.9278163696768348,0.9881422924901184
18,0.9878440083919536,0.95,0.985483870967742,0.9941436251920124,0.9903352461491997,0.9945532225079474
19,0.9859649122807016,0.9622979143527088,0.9980648282535076,0.9919367843896144,0.9909392932648746,0.9952383254708836
20,0.9824561403508772,0.8913043478260869,0.9986824769433466,0.987372067390962,0.978021978021978,0.9936555503810044
21,0.956043956043956,1.0,0.9997364953886692,0.9939595288432498,0.9143610013175232,0.9929824561403509
22,0.9571428571428572,1.0,0.9960474308300395,0.9930534581697372,0.903654485049834,0.9970742017253644
23,0.7912087912087912,0.9766753054424288,0.9971014492753624,0.9681632653061224,0.9644268774703556,0.997495527728086
24,0.9385836027034968,0.9523076923076924,0.9970972423802612,0.97733860342556,0.9818181818181818,0.9940711462450592
25,0.9785714285714284,0.9908762420957544,0.9960474308300395,0.984189723320158,0.9824826336454244,0.9802371541501976
26,0.9473684210526316,0.9031620553359684,0.997364953886693,0.9842947749924494,0.9468401331643242,0.9723076923076924
27,0.9950980392156864,0.902463054187192,0.9965744400527008,0.9963562753036436,0.9387755102040816,0.9779591836734692
28,0.9815647226173542,0.9654364503421108,0.9968074068161864,0.9987854251012146,0.968444055944056,0.9692307692307692
29,0.989720784428082,0.9972541743970316,0.9961296565070151,0.9949579831932772,0.9494489801362008,0.9980237154150198
30,0.979757085020243,0.9959822948586994,0.94791162715691,0.9930534581697372,0.9305610982520552,0.9754901960784312
31,0.989010989010989,0.9397212543554008,0.9972158218125958,0.9942615524010872,0.995967741935484,0.975438596491228
32,1.0,0.9730848861283644,0.9491899852724596,0.983265306122449,0.9524396717353212,0.9754901960784312
33,0.9644381223328592,0.9917602996254682,0.9952406134320464,0.9649122807017544,0.9822448979591836,0.9431818181818182
34,0.9824561403508772,0.99462862940527,0.9948655995167625,0.9947842579421526,0.9749546279491832,0.9901185770750988
35,0.9845050878815912,0.9973531230674088,0.9984898822108124,0.9969230769230768,0.9728571428571428,0.9859625668449198
36,0.9797101449275364,0.996687370600414,0.9988711498145459,0.9951219512195122,0.9848238482384823,0.9071428571428573
37,0.989010989010989,0.994347974123255,0.9871898054996646,0.9954696466324372,0.9935483870967742,0.923152709359606
38,0.98128078817734,0.9901960784313726,0.9923520923520924,0.9987854251012146,0.9630608430162771,0.9584415584415584
39,0.9719298245614036,0.9754901960784312,0.9961803586881921,0.9975708502024292,0.9588924286233704,0.9071428571428573
40,0.8921568627450981,0.9950980392156864,1.0,0.9914529914529916,0.955446657375354,0.9714285714285714
41,0.9901960784313726,0.9290640394088671,0.9971014492753624,0.9963109354413702,0.9757468893472621,0.9571428571428572
42,0.9901960784313726,0.9809388335704126,0.9976873265494912,0.9957716701902748,0.9842970257502164,0.9857142857142858
43,0.9950980392156864,0.9915579633915422,0.9971014492753624,0.9968641114982578,0.9765249243510112,0.9928571428571428
44,0.9731225296442688,0.9931836407377708,0.9997364953886692,0.989198606271777,0.9819515603167209,0.9357142857142856
45,0.9950980392156864,0.9947309833024118,0.9976964769647696,0.9979094076655052,0.9877403686206668,0.9572561084202262
46,0.983122141016878,0.9192982456140352,0.9968887736582835,0.9923849814912744,0.8918918918918919,0.992330768979936
47,0.9871420222092344,0.9894467093768199,0.9974336784936291,0.990692755156002,0.9851583710407241,0.9803921568627452
48,0.9607843137254902,0.993673719077318,0.9960474308300395,0.9895212285456187,0.8571428571428571,0.9704207041668342
49,1.0,0.9956362478101608,0.9973739965981321,0.9951219512195122,0.9694923148579412,0.973054224773686
50,0.9859649122807016,0.9984781116648264,0.9973739965981321,0.9910931174089068,0.9758965999068469,0.9816849816849816
51,1.0,0.9916460266151716,0.9960311539494494,0.9939595288432498,0.9458009418771752,0.97770881203187
52,0.989010989010989,0.9929539295392954,0.9982578397212544,0.9861069163394744,0.969900426742532,0.9726070861977788
53,1.0,0.9980304974485992,0.9951612903225806,0.9981878586529748,0.9636005763634481,0.9791083916083916
54,0.9803921568627452,0.9980689307753664,0.995508683212456,0.9942615524010872,0.9807190316334916,
55,0.9765480895915678,0.997411970547496,0.9943548387096774,0.9883814338055212,0.9142857142857144,
56,0.9558823529411764,0.9984690529999269,0.9927136533878108,0.9708141321044548,0.9928571428571428,
57,0.9803921568627452,0.9847124304267162,0.9942857142857144,0.9906773977196512,0.9653669572160488,
58,0.8883116883116883,0.9182186234817814,0.9920948616600792,0.9911163062536528,0.9691800736576855,
59,0.9796145883102404,0.9742999096657632,0.9984189723320158,0.9932773109243698,0.9714285714285714,
60,0.9795441262419636,0.9928571428571428,0.9971014492753624,0.9947842579421526,0.9428571428571428,
61,0.9922235023041476,0.9752319382057848,0.9983193277310924,0.9938656795346378,0.9743956418113722,
62,0.9071428571428573,0.9958020234247092,0.9945657396039076,0.9922077922077922,0.9732350788475612,
63,1.0,0.9967926810032072,0.9989459815546772,0.9549984898822108,0.967247386759582,
64,0.9852941176470588,0.9961617330038384,0.9989459815546772,0.9766842739319804,0.9928571428571428,
65,1.0,0.9754901960784312,0.9990939293264874,0.9750168970814131,0.8791208791208791,
66,0.9607843137254902,0.9941664506092818,0.9951676230745998,0.9900332225913622,0.9777263956351054,
67,0.9928571428571428,0.9789473684210528,0.989010989010989,0.9935494275116916,0.9866923947035732,
68,1.0,0.990122306348282,0.9966777408637874,0.9477496704538322,0.9909175593851888,
69,1.0,0.9829773274039512,0.9960163075131042,0.995484599258184,0.9881728657928006,
70,1.0,0.9523076923076924,0.9965744400527008,0.9372027604071804,0.9818683877836184,
71,1.0,0.9901960784313726,0.9972755073672503,0.989547038327526,0.9872246989154302,
72,1.0,0.9426129426129426,0.9934843101160152,0.9923583662714096,0.9738174868609653,
73,0.989010989010989,0.9894736842105264,1.0,0.9794425087108014,0.9934384456123586,
74,0.9951159951159952,1.0,0.9950821920492172,0.9927035330261136,0.9397818871503082,
75,0.9357142857142856,0.6842105263157895,0.9981033665244192,0.9811739820200952,0.9966808914177336,
76,0.978021978021978,0.969187675070028,0.9971014492753624,0.987617034128662,0.9806451612903224,
77,1.0,0.9251336898395722,0.996376388077148,0.9915433403805496,0.9967741935483873,
78,0.989010989010989,0.94483858780068,0.9968379446640316,0.9939595288432498,0.9940711462450592,
79,1.0,0.9064935064935064,0.9948051948051948,0.9578947368421052,1.0,
80,0.9901960784313726,0.9740259740259741,0.9904994870985558,0.9614035087719298,0.979032258064516,
81,0.9567530064754856,0.9743083003952571,0.9619009613640486,0.9846153846153848,0.9983870967741936,
82,0.9654151242728716,0.978021978021978,0.9897233201581028,0.9788166214995484,0.9852079606440072,
83,0.9684210526315791,0.9929824561403509,0.994729907773386,0.9908079342041606,0.9847960609488322,
84,1.0,0.9509803921568628,0.9965744400527008,0.9882591093117408,0.9497914929107588,
85,0.9949579831932772,0.9835250463821892,0.9926218708827405,0.9907692307692308,0.9940711462450592,
86,1.0,0.8842105263157894,0.996579476861167,0.9984615384615384,0.9896103896103896,
87,1.0,0.984542049710589,0.9942991281019449,0.9953846153846154,0.9948051948051948,
88,0.9837005100162995,0.9953846153846154,0.9790380872949681,0.9984615384615384,0.9815024286379666,
89,0.9803921568627452,0.987012987012987,0.986488740617181,0.9938461538461538,0.9793103448275862,
90,0.9859649122807016,0.9354413702239788,0.9879594090120406,0.9969230769230768,0.980487723734114,
91,0.9886201991465148,0.9785747382077656,0.9897959183673468,0.9787181901432976,0.9842364532019704,
92,0.978021978021978,0.9966410947543024,0.9867772880477056,0.9881993006993008,0.993103448275862,
93,0.975438596491228,0.9940256045519203,0.9912118408880666,0.9467980295566504,0.9757466063348416,
94,0.9706290471785384,0.8872549019607843,0.9974025974025974,0.9923076923076924,0.9586106054728298,
95,1.0,0.9830347144456888,0.9614035087719298,0.9788695877625098,0.9485566844057409,
96,0.989010989010989,0.9961086226203808,0.9588774258711492,0.9861166429587482,0.9797872340425532,
97,0.9672830725462304,0.9935002912055912,0.9852941176470588,0.9855249745158002,0.9786080244859936,
98,1.0,0.9829059829059827,0.9875604881127708,0.9960736937481124,0.977426974515936,
99,0.978021978021978,0.9714285714285714,0.9914773975310812,0.9918313570487484,0.9717525195968644,
100,0.989010989010989,0.977507358432544,0.9987755102040816,0.9898954703832752,0.9313588850174216,
101,0.9865689865689866,0.9121951219512195,0.9890780974750442,0.9872646407649052,0.9689576264499328,
102,0.9781632653061224,0.9753639417693171,0.9960684551341352,0.9923076923076924,0.9788053341750178,
103,0.9765182186234818,0.9716410293796021,0.9937557816836264,0.9979757085020244,0.9702290685609386,
104,0.9803921568627452,0.967032967032967,0.9933797909407666,0.9971266661345678,0.9718253651528452,
105,0.9781887150308204,0.9857142857142858,0.984690067214339,0.9922202797202796,0.8901098901098901,
106,0.9544897959183674,0.9387096774193548,0.9861178227825858,0.99318356374808,0.9651384833898841,
107,1.0,0.9729315628192032,0.9960684551341352,0.9928166653364195,0.9808253767852916,
108,1.0,0.965686274509804,0.981768978777952,0.988663967611336,0.9740710541642401,
109,1.0,0.992317702867218,0.9965309898242368,0.9905005480453052,0.9632698768197088,
110,0.85,0.95996640537514,0.9840636572842152,0.9731823164048228,0.9855263157894736,
111,1.0,0.9972284434490482,0.9068627450980392,0.9584415584415584,0.9743304948784399,
112,0.9859649122807016,0.998768197088466,0.9290322580645162,0.987012987012987,0.9684684684684683,
113,0.9450549450549449,0.9978163493840986,0.9349143610013176,0.9922077922077922,0.9662583677538812,
114,0.9215686274509804,0.944049312470365,0.9788235294117648,0.9792207792207792,0.9928571428571428,
115,0.9424434389140272,0.9861583184257604,0.9919354838709676,0.9791370317686108,0.9534679543459176,
116,0.995656108597285,0.9970441908106528,0.9774837739612692,0.9881460407776196,0.978021978021978,
117,0.989010989010989,0.9902606943453256,0.989010989010989,0.9922077922077922,0.9627149321266968,
118,0.8901098901098901,0.998236849838378,0.975438596491228,0.9922077922077922,0.975438596491228,
119,1.0,0.9985726879644012,0.989547038327526,1.0,0.9830645161290322,
120,1.0,0.9230769230769232,0.980009553379508,0.997629208155524,0.969575487391044,
121,1.0,0.9766233766233766,0.9734977919902544,0.9829302987197724,0.9536019536019535,
122,1.0,0.9870598527374792,0.9712550607287448,0.9844155844155844,0.984126984126984,
123,1.0,0.7279454722492698,0.9963562753036436,0.9805595068752964,0.9538913773796192,
124,1.0,0.8936852621063147,0.9943319838056679,0.9838056680161944,0.986117936117936,
125,1.0,0.9526888039964736,0.9963562753036436,0.9859265734265734,0.94993894993895,
126,1.0,0.8557491289198607,0.9898785425101214,0.9920948616600792,0.967032967032967,
127,1.0,0.9017543859649124,0.9951417004048584,0.9966808914177336,0.9768009768009768,
128,0.9705882352941176,0.9575757575757576,0.9882591093117408,0.9962067330488384,0.9874166374166374,
129,1.0,0.9879032258064516,0.9846361185983828,0.9919393077287814,0.9788522288522288,
130,0.85,0.9896103896103896,0.9391711229946524,0.9943100995732574,0.9846437346437348,
131,1.0,0.9575538730343622,0.989010989010989,0.9923344947735192,0.9861881361881362,
132,1.0,0.9722139198367464,0.9878542510121456,0.9926829268292684,0.934065934065934,
133,0.989010989010989,0.9542970902433388,0.9441295546558705,0.9906882591093116,0.9755799755799756,
134,0.9940711462450592,0.9939529675251959,0.9473684210526316,0.9902834008097166,0.9816075816075815,
135,0.965686274509804,0.9838759643064928,0.934817813765182,0.9846153846153848,0.9914529914529916,
136,0.9955465587044534,0.8071428571428572,0.9623481781376518,0.9870490286771508,0.9837311337311336,
137,0.9928571428571428,0.9642857142857144,0.9769230769230768,0.9895752895752896,0.9355656108597286,
138,0.9929824561403509,0.9661956309212748,0.9672064777327936,0.995635943004364,0.9267860022577004,
139,0.9263157894736842,0.9884270658918546,0.9834008097165992,0.989459815546772,0.9576791681445668,
140,0.9857142857142858,0.9797478364011774,0.9900621118012424,0.9743083003952571,0.9911723411723412,
141,0.9928571428571428,0.9980168659067742,0.925,0.9758298333559138,0.9853281853281852,
142,0.9928571428571428,0.9974959363879978,0.9830645161290322,0.9917976760082023,0.98011583011583,
143,1.0,0.9629032258064516,0.9765182186234818,0.9927419354838709,0.966822209854874,
144,0.989010989010989,0.9785714285714284,0.9761133603238866,0.9967806841046276,0.9750503018108652,
145,0.9550522648083624,,0.9890688259109311,0.9792957643799663,0.9649122807017544,
146,0.997560975609756,,0.9735191637630662,0.9556451612903226,0.9964912280701754,
147,0.9954703832752612,,0.9885017421602788,0.9773601398601398,0.9929824561403509,
148,0.9968641114982578,,0.9937282229965156,0.9703557312252964,0.9929824561403509,
149,0.9411764705882352,,0.9781376518218624,0.9901185770750988,0.9789473684210528,
150,0.9787456445993032,,0.9874493927125506,0.9960474308300395,0.9859649122807016,
151,1.0,,0.9882591093117408,0.9723320158102768,0.9859649122807016,
152,0.9928571428571428,,0.9951417004048584,0.9691168693812796,0.9733870967741935,
153,0.9787114845938376,,0.9923076923076924,0.9466403162055336,0.9781354983202688,
154,0.9798419609740364,,0.9898785425101214,0.8892307692307693,0.9840130063677008,
155,0.9684210526315791,,0.9928571428571428,0.9940711462450592,0.9711786481967996,
156,0.9868247694334652,,0.9833887043189368,0.9980237154150198,0.91131221719457,
157,0.8949692780337941,,0.9926406926406928,0.9907692307692308,0.9431674208144796,
158,0.9642857142857144,,0.9917748917748918,0.9847041847041847,0.9656897156897156,
159,0.9857142857142858,,0.991097424412094,0.9818181818181818,0.9769568269568271,
160,1.0,,0.9833986562150056,0.9881422924901184,0.9836960336960336,
161,0.989010989010989,,0.9835946248600224,1.0,0.9804317304317304,
162,1.0,,0.9809350503919372,0.9980237154150198,0.8807017543859649,
163,0.9928571428571428,,1.0,0.9743589743589745,0.9929824561403509,
164,0.9928571428571428,,0.9845967985502868,0.9987789987789988,0.9323076923076924,
165,0.9357142857142856,,0.9364439324116745,0.9920948616600792,0.9263062518876471,
166,0.9803921568627452,,0.9838709677419356,0.9987789987789988,0.9757458757458758,
167,0.9571428571428572,,0.9378151260504202,0.9877899877899878,0.940332204483148,
168,0.9642857142857144,,0.9757575757575756,0.8693528693528694,0.9170939813837206,
169,0.9362745098039216,,0.9892515145593122,0.9903225806451612,0.9828571428571428,
170,0.9803921568627452,,0.9325428194993411,0.9902319902319904,0.9679483789072829,
171,0.9903225806451612,,0.9778656126482214,0.9914529914529916,0.9796087686932504,
172,0.9857142857142858,,0.9887955182072831,0.9907692307692308,0.9531307832271508,
173,0.9285714285714286,,0.9725306838106371,0.9815384615384616,0.9483267849884839,
174,0.9445378151260504,,0.9812911725955203,1.0,0.8351648351648352,
175,1.0,,,0.9605911330049262,0.940756868990074,
176,1.0,,,0.9304029304029304,0.9117647058823528,
177,,,,0.9974025974025974,0.945344129554656,
178,,,,1.0,0.97113368811482,
179,,,,0.9974025974025974,0.9928571428571428,
180,,,,0.980966203607713,0.9935483870967742,
181,,,,0.9980295566502464,0.9943548387096774,
182,,,,0.985483870967742,0.995967741935484,
183,,,,0.9914529914529916,0.995967741935484,
184,,,,0.989010989010989,0.9935483870967742,
185,,,,0.9951159951159952,0.995967741935484,
186,,,,0.9963369963369964,0.9913101604278076,
187,,,,0.9951159951159952,0.9959893048128342,
188,,,,0.9532839962997224,0.9695858195858196,
189,,,,0.9871148459383754,0.9783783783783784,
190,,,,0.9966386554621848,0.9554655870445344,
191,,,,0.9911330049261085,0.9507389162561576,
192,,,,0.9835863260520796,0.9599294947121034,
193,,,,0.9814995131450828,0.9498640893989732,
194,,,,0.9989776046738073,0.9710057384475991,
195,,,,0.9978091528724441,0.9751374056034676,
196,,,,0.997273612463486,0.9380851706433102,
197,,,,0.989010989010989,0.9563170629076372,
198,,,,0.9963369963369964,0.9686155864985057,
199,,,,0.9951159951159952,0.912087912087912,
200,,,,0.9966386554621848,0.989010989010989,
201,,,,0.9950980392156864,0.973953013278856,
202,,,,0.9950980392156864,0.9272727272727272,
203,,,,0.9951159951159952,0.9754901960784312,
204,,,,0.9987789987789988,0.9901960784313726,
205,,,,0.9653225806451612,0.9477499244941106,
206,,,,0.9963369963369964,0.9486559951676232,
207,,,,0.9960474308300395,0.960434913923286,
208,,,,0.9901960784313726,0.9333333333333332,
209,,,,0.993894993894994,0.9438596491228072,
210,,,,0.9987789987789988,0.9736574236574236,
211,,,,0.9891918208373904,0.9642857142857144,
212,,,,0.9525691699604744,0.9637171417993337,
213,,,,0.990990990990991,0.9444343891402714,
214,,,,0.993894993894994,0.9571428571428572,
215,,,,0.9987789987789988,0.9642857142857144,
216,,,,0.9975579975579976,0.980408163265306,
217,,,,0.9794425087108014,0.9877551020408164,
218,,,,0.9958188153310104,0.8966893865628043,
219,,,,0.967032967032967,0.956043956043956,
220,,,,0.9951159951159952,0.9647773279352226,
221,,,,0.9895161290322579,0.9763425763425764,
222,,,,0.9895161290322579,0.9751842751842752,
223,,,,0.990865911582024,0.9928571428571428,
224,,,,0.9951159951159952,0.9705882352941176,
225,,,,1.0,0.982995951417004,
226,,,,0.9911158117398202,0.9882591093117408,
227,,,,0.9739212897107634,0.9708163265306122,
228,,,,0.982548915917504,0.9827132327132329,
229,,,,0.9914529914529916,0.95,
230,,,,0.9975579975579976,0.9785714285714284,
231,,,,0.9975579975579976,0.9857142857142858,
232,,,,0.995967741935484,0.9885749385749386,
233,,,,0.9983870967741936,0.9833450333450332,
234,,,,0.9913101604278076,0.949895100580032,
235,,,,1.0,0.9707515734912996,
236,,,,0.9969230769230768,0.9794520547945206,
237,,,,0.9745644599303136,0.9765707265707264,
238,,,,0.9982578397212544,0.9863811863811864,
239,,,,0.9927419354838709,0.9820112320112321,
240,,,,0.9986062717770036,0.9735872235872236,
241,,,,0.9987789987789988,0.9673569673569674,
242,,,,0.9979094076655052,0.9759915759915758,
243,,,,0.9969230769230768,0.9777114777114776,
244,,,,0.9975579975579976,0.9642594151062488,
245,,,,0.9087719298245616,0.8879551820728291,
246,,,,0.9829059829059827,0.9807300807300808,
247,,,,0.984625668449198,0.982081432081432,
248,,,,0.9716163583252192,0.9714285714285714,
249,,,,0.9731379731379732,0.9533300524934384,
250,,,,0.9987789987789988,0.9633042783951028,
251,,,,0.9984615384615384,0.9701140429338104,
252,,,,0.9975579975579976,0.9541066160977666,
253,,,,0.9951159951159952,0.973953013278856,
254,,,,0.9963369963369964,0.936842105263158,
255,,,,0.9975579975579976,0.9859649122807016,
256,,,,0.994651493598862,0.985483870967742,
257,,,,0.9975579975579976,0.9672172452407616,
258,,,,0.9959514170040484,0.9812989921612542,
259,,,,0.9794466403162057,0.9837346024636058,
260,,,,0.9928166653364195,0.9790313549832028,
261,,,,0.9895326192794548,0.97508398656215,
262,,,,0.9958041958041958,0.9845184770436729,
263,,,,0.887719298245614,0.9798432250839866,
264,,,,0.9676749940138878,0.9901960784313726,
265,,,,0.9904576436222006,0.954180943354961,
266,,,,0.9979757085020244,0.96520156774916,
267,,,,0.993531646742656,0.9455534941249228,
268,,,,0.9939340729507542,0.960204081632653,
269,,,,0.9960508453659138,0.983469387755102,
270,,,,0.9956293706293706,0.9891836734693876,
271,,,,0.9903846153846154,0.9122529644268774,
272,,,,0.9941735174395404,0.9530961791831356,
273,,,,0.9953846153846154,0.9372859025032938,
274,,,,0.9938461538461538,0.9643280762641128,
275,,,,0.9923076923076924,0.8857142857142857,
276,,,,0.9969230769230768,0.8951257453979777,
277,,,,0.9916376306620208,0.9389499389499391,
278,,,,0.9857142857142858,0.989010989010989,
279,,,,0.9945843630054156,0.9331436699857752,
280,,,,0.9909564120090436,0.978021978021978,
281,,,,0.9911290322580644,0.7843137254901961,
282,,,,0.975838396591178,0.9879032258064516,
283,,,,0.9847167325428196,0.9447419668938656,
284,,,,0.989198606271777,0.965991105926952,
285,,,,0.9571126547870734,0.9928571428571428,
286,,,,0.9935494275116916,0.9654340082489687,
287,,,,0.9723675385647216,0.9670117372603338,
288,,,,0.9857813547954392,0.9729503669218024,
289,,,,0.9737089201877934,0.9669060206738735,
290,,,,0.7714285714285715,0.9533101045296168,
291,,,,0.9777330650570089,0.966599241466498,
292,,,,0.9928853754940712,0.9759273433270484,
293,,,,0.9870882740447958,0.9680727961287608,
294,,,,0.992063492063492,1.0,
295,,,,0.9770034843205576,0.9509803921568628,
296,,,,0.9492307692307692,0.9438775510204082,
297,,,,0.9885017421602788,0.9734869407401564,
298,,,,0.9675858732462506,0.9854493805728716,
299,,,,0.9625615763546798,,
300,,,,0.9921182266009853,,
301,,,,0.9980295566502464,,
302,,,,0.9887096774193548,,
303,,,,0.9163832858548052,,
304,,,,0.9554006968641114,,
305,,,,0.9369337979094076,,
306,,,,0.9793103448275862,,
307,,,,0.9921182266009853,,
308,,,,0.9951612903225806,,
309,,,,0.9842818428184282,,
310,,,,0.9892502258355916,,
311,,,,0.9838709677419356,,
312,,,,0.9943548387096774,,
313,,,,0.9874213836477987,,
314,,,,0.9299595141700404,,
315,,,,0.987012987012987,,
316,,,,0.967032967032967,,
317,,,,0.9507400555041629,,
318,,,,0.992018517040466,,
319,,,,0.9895161290322579,,
320,,,,0.9890331890331892,,
321,,,,0.9916743755781684,,
322,,,,0.980614973262032,,
323,,,,0.9956059204440332,,
324,,,,0.9728692360271308,,
325,,,,0.9932268988872762,,
326,,,,0.9977391030022608,,
327,,,,0.9907493061979648,,
328,,,,0.9939516129032258,,
329,,,,0.9760944700460831,,
330,,,,0.9607369374811237,,
331,,,,0.9944495837187788,,
332,,,,0.9851370851370852,,
333,,,,0.9704886308659894,,
334,,,,0.9862925334623448,,
335,,,,0.9030769230769232,,
336,,,,0.9584615384615384,,
337,,,,0.9969230769230768,,
338,,,,0.9817750319227148,,
339,,,,0.9911237553342817,,
340,,,,0.9890653683454386,,
341,,,,0.9848988221081244,,
342,,,,0.9793877551020408,,
343,,,,0.982260925657152,,
344,,,,0.9860627177700348,,
345,,,,0.9775510204081632,,
346,,,,0.9871572871572872,,
347,,,,0.993939393939394,,
348,,,,0.9929292929292928,,
349,,,,0.9883659439450028,,
350,,,,0.976470588235294,,
351,,,,0.9912891986062716,,
352,,,,0.9886296909197672,,
353,,,,0.9964589400116484,,
354,,,,0.9873517786561264,,
355,,,,0.9826330532212884,,
356,,,,0.974102474729871,,
357,,,,0.9951159951159952,,
358,,,,0.9092307692307692,,
359,,,,0.9762143273150844,,
360,,,,0.9676923076923076,,
361,,,,0.988120740019474,,
362,,,,0.9909444985394352,,
363,,,,0.9849802371541502,,
364,,,,0.994729907773386,,
365,,,,0.994088669950739,,
366,,,,0.9981033665244192,,
367,,,,0.9868247694334652,,
368,,,,0.9923583662714096,,
369,,,,0.9739130434782608,,
370,,,,0.9768115942028984,,
371,,,,0.967032967032967,,
372,,,,0.9868819154725196,,
373,,,,0.9776955903271692,,
374,,,,0.986034255599473,,
375,,,,0.9810211572319536,,
376,,,,0.9538866930171278,,
377,,,,0.9786561264822136,,
378,,,,0.9772254664577696,,
379,,,,0.9936730123180292,,
380,,,,0.9932932469935244,,
381,,,,0.9865141187925998,,
382,,,,0.9952569169960476,,
383,,,,0.9965744400527008,,
384,,,,0.9914431082331174,,
385,,,,0.98866930171278,,
386,,,,0.9936758893280632,,
387,,,,0.9937775473165672,,
388,,,,0.9889537577610972,,
389,,,,0.9804639804639804,,
390,,,,0.9963109354413702,,
391,,,,0.9910535473915756,,
392,,,,0.9684942444607092,,
393,,,,0.9783926218708828,,
394,,,,0.9910408432147564,,
395,,,,0.994729907773386,,
396,,,,0.9928853754940712,,
397,,,,0.9994729907773386,,
398,,,,0.9864037325945908,,
399,,,,0.990048844499526,,
400,,,,0.9903241412675376,,
401,,,,0.987012987012987,,
402,,,,0.978432295903078,,
403,,,,0.9949312898668607,,
404,,,,0.9932268988872762,,
405,,,,0.9941944847605224,,
406,,,,0.9965309898242368,,
407,,,,0.9951433857539316,,
408,,,,0.9939870490286772,,
409,,,,0.9944495837187788,,
410,,,,0.9979591836734694,,
411,,,,0.996734693877551,,
412,,,,0.984625668449198,,
413,,,,0.9926470588235294,,
414,,,,0.978021978021978,,
415,,,,0.9902073732718892,,
416,,,,0.9966134494436382,,
417,,,,0.9907493061979648,,
418,,,,0.97927807486631,,
419,,,,0.9870490286771508,,
420,,,,0.9886201991465148,,
421,,,,0.993129375162043,,
422,,,,0.99326988800673,,
423,,,,0.9940816326530612,,
424,,,,0.9844897959183674,,
425,,,,0.9944897959183674,,
426,,,,0.9844343891402716,,
427,,,,0.98472634901799,,
428,,,,0.986606334841629,,
429,,,,0.9922171945701358,,
430,,,,0.9953846153846154,,
431,,,,0.9903318903318904,,
432,,,,1.0,,
433,,,,1.0,,
434,,,,0.9893617021276596,,
435,,,,0.9936651583710407,,
